countryCode,customerID,PaperlessDate,invoiceNumber,InvoiceDate,DueDate,InvoiceAmount,Disputed,SettledDate,DaysToSettle,DaysLate,payment_delay_days,is_late,invoice_age_days,days_until_due,PaperlessBill_Electronic,PaperlessBill_Paper
406,9117-LYRCE,7/5/2013,2123935700,2012-05-29,2012-06-28,55.55,0,2012-07-04,36,6,6,1,5027,-4998,False,True
818,7946-HJDUR,2/21/2012,2125307184,2013-08-11,2013-09-10,67.34,0,2013-09-14,34,4,4,1,4588,-4559,True,False
406,9771-QTLGZ,12/10/2012,2127219922,2012-05-19,2012-06-18,68.89,1,2012-06-16,28,0,-2,0,5037,-5008,False,True
391,7841-HROAQ,9/15/2013,2129779702,2013-11-18,2013-12-18,60.46,0,2013-12-06,18,0,-12,0,4489,-4460,True,False
770,9323-NDIOV,7/9/2012,2131645470,2013-08-09,2013-09-08,61.06,0,2013-09-05,27,0,-3,0,4590,-4561,True,False
818,1604-LIFKX,3/16/2013,2135320728,2013-09-25,2013-10-25,66.32,0,2013-11-05,41,11,11,1,4543,-4514,True,False
391,3598-DNURW,8/29/2012,2135406196,2013-01-03,2013-02-02,49.51,0,2013-01-15,12,0,-18,0,4808,-4779,True,False
897,3676-CQAIF,7/29/2013,2137157897,2013-07-21,2013-08-20,20.55,0,2013-08-06,16,0,-14,0,4609,-4580,False,True
770,9149-MATVB,4/30/2013,2146884004,2013-11-05,2013-12-05,43.26,0,2013-11-19,14,0,-16,0,4502,-4473,True,False
897,3271-YDPUJ,4/2/2013,2148266465,2013-05-07,2013-06-06,24.39,1,2013-06-13,37,7,7,1,4684,-4655,True,False
391,9212-BTDMX,4/22/2012,2158841878,2013-08-10,2013-09-09,64.35,0,2013-08-20,10,0,-20,0,4589,-4560,True,False
406,5284-DJOZO,9/11/2012,2161519126,2013-08-21,2013-09-20,98.88,0,2013-08-24,3,0,-27,0,4578,-4549,True,False
818,8887-NCUZC,1/22/2013,2161660036,2012-06-17,2012-07-17,40.38,0,2012-07-19,32,2,2,1,5008,-4979,False,True
406,9771-QTLGZ,12/10/2012,2163218884,2013-09-23,2013-10-23,56.54,1,2013-10-11,18,0,-12,0,4545,-4516,True,False
770,0465-DTULQ,3/4/2013,2168210949,2012-09-03,2012-10-03,43.41,1,2012-10-23,50,20,20,1,4930,-4901,False,True
391,6708-DPYTF,8/2/2012,2186599382,2012-03-24,2012-04-23,92.76,0,2012-05-05,42,12,12,1,5093,-5064,False,True
391,7209-MDWKR,10/9/2013,2189582262,2013-12-02,2014-01-01,67.69,0,2013-12-28,26,0,-4,0,4475,-4446,True,False
818,6627-ELFBK,11/26/2012,2195380883,2012-01-06,2012-02-05,47.07,1,2012-02-03,28,0,-2,0,5171,-5142,False,True
897,9286-VLKMI,2/13/2013,2197465105,2013-10-29,2013-11-28,76.74,1,2013-11-13,15,0,-15,0,4509,-4480,True,False
770,9149-MATVB,4/30/2013,2197485330,2012-10-19,2012-11-18,45.61,0,2012-11-10,22,0,-8,0,4884,-4855,False,True
391,8820-BLYDZ,3/19/2013,2205310400,2012-02-06,2012-03-07,71.46,0,2012-02-19,13,0,-17,0,5140,-5111,False,True
406,4632-QZOKX,3/19/2013,2207769609,2013-05-07,2013-06-06,50.22,1,2013-06-06,30,0,0,0,4684,-4655,True,False
770,4460-ZXNDN,6/27/2013,2212611817,2013-03-09,2013-04-08,32.97,0,2013-04-16,38,8,8,1,4743,-4714,False,True
770,7228-LEPPM,4/30/2012,2219394095,2012-07-10,2012-08-09,51.32,0,2012-08-27,48,18,18,1,4985,-4956,True,False
897,8690-EEBEO,12/5/2012,2222502782,2013-04-18,2013-05-18,74.89,0,2013-05-18,30,0,0,0,4703,-4674,True,False
391,5196-TWQXF,6/20/2012,2225581009,2013-01-02,2013-02-01,45.71,0,2013-01-25,23,0,-7,0,4809,-4780,True,False
897,8690-EEBEO,12/5/2012,2238411112,2013-11-30,2013-12-30,56.21,0,2014-01-02,33,3,3,1,4477,-4448,True,False
770,0706-NRGUP,4/9/2013,2238525299,2013-10-05,2013-11-04,35.7,0,2013-10-26,21,0,-9,0,4533,-4504,True,False
770,9928-IJYBQ,3/18/2012,2245157627,2013-01-12,2013-02-11,52.07,0,2013-02-12,31,1,1,1,4799,-4770,True,False
770,6077-FDQRK,9/11/2012,2246279597,2013-03-30,2013-04-29,21.4,0,2013-04-08,9,0,-21,0,4722,-4693,True,False
406,8389-TCXFQ,8/24/2012,2250514490,2013-01-31,2013-03-02,62.78,1,2013-03-12,40,10,10,1,4780,-4751,True,False
391,9212-BTDMX,4/22/2012,2253964269,2013-10-09,2013-11-08,47.21,1,2013-11-11,33,3,3,1,4529,-4500,True,False
770,7260-ZHAKS,6/17/2012,2254159769,2012-03-07,2012-04-06,72.83,0,2012-04-03,27,0,-3,0,5110,-5081,False,True
406,9725-EZTEJ,3/17/2012,2254968962,2012-11-10,2012-12-10,87.43,1,2012-12-23,43,13,13,1,4862,-4833,True,False
770,7228-LEPPM,4/30/2012,2257886659,2013-05-06,2013-06-05,40.9,0,2013-06-13,38,8,8,1,4685,-4656,True,False
818,8102-ABPKQ,8/29/2013,2262995436,2013-04-17,2013-05-17,70.59,1,2013-06-02,46,16,16,1,4704,-4675,False,True
406,7600-OISKG,7/19/2013,2265242643,2012-10-31,2012-11-30,70.07,1,2012-12-07,37,7,7,1,4872,-4843,False,True
897,7372-CESLR,1/11/2013,2267584907,2013-12-01,2013-12-31,52.76,0,2013-12-15,14,0,-16,0,4476,-4447,True,False
897,6296-UKEUZ,11/26/2012,2267825101,2013-04-12,2013-05-12,27.29,0,2013-04-14,2,0,-28,0,4709,-4680,True,False
406,3448-OWJOT,9/15/2012,2268924543,2012-05-02,2012-06-01,66.12,1,2012-06-13,42,12,12,1,5054,-5025,False,True
818,2824-HJQPP,9/4/2013,2279639083,2013-01-08,2013-02-07,51.65,0,2013-01-23,15,0,-15,0,4803,-4774,False,True
818,7946-HJDUR,2/21/2012,2281124725,2012-09-18,2012-10-18,27.37,0,2012-10-13,25,0,-5,0,4915,-4886,True,False
897,1408-OQZUE,9/14/2012,2290457712,2013-01-02,2013-02-01,51.91,1,2013-02-09,38,8,8,1,4809,-4780,True,False
770,5592-UQXSS,12/31/2012,2290647128,2013-05-01,2013-05-31,49.24,1,2013-06-04,34,4,4,1,4690,-4661,True,False
818,3568-JJMFW,1/9/2012,2293228619,2012-05-08,2012-06-07,48.47,1,2012-06-11,34,4,4,1,5048,-5019,True,False
406,9758-AIEIK,4/23/2012,2294449843,2012-10-28,2012-11-27,67.96,0,2012-11-08,11,0,-19,0,4875,-4846,True,False
818,5924-UOPGH,6/6/2013,2322349886,2012-09-01,2012-10-01,59.86,0,2012-09-25,24,0,-6,0,4932,-4903,False,True
406,7600-OISKG,7/19/2013,2328511433,2013-10-20,2013-11-19,77.43,1,2013-11-12,23,0,-7,0,4518,-4489,True,False
391,1080-NDGAE,9/28/2012,2329204580,2013-03-02,2013-04-01,54.56,0,2013-03-21,19,0,-11,0,4750,-4721,True,False
818,9181-HEKGV,10/16/2013,2335256143,2012-04-16,2012-05-16,61.2,0,2012-05-16,30,0,0,0,5070,-5041,False,True
406,5284-DJOZO,9/11/2012,2338417971,2013-08-21,2013-09-20,65.57,0,2013-08-26,5,0,-25,0,4578,-4549,True,False
770,6831-FIODB,5/8/2013,2346925494,2013-05-11,2013-06-10,35.87,0,2013-06-11,31,1,1,1,4680,-4651,True,False
897,0688-XNJRO,6/24/2012,2349505867,2012-07-16,2012-08-15,9.19,0,2012-09-11,57,27,27,1,4979,-4950,True,False
391,2423-QOKIO,5/11/2013,2355391609,2013-06-08,2013-07-08,60.62,0,2013-06-25,17,0,-13,0,4652,-4623,True,False
818,5924-UOPGH,6/6/2013,2361287480,2013-01-06,2013-02-05,69.22,0,2013-01-20,14,0,-16,0,4805,-4776,False,True
897,6177-VTITE,10/26/2012,2364345783,2012-07-03,2012-08-02,48.18,0,2012-07-18,15,0,-15,0,4992,-4963,False,True
770,9149-MATVB,4/30/2013,2367277437,2012-08-13,2012-09-12,52.46,0,2012-09-13,31,1,1,1,4951,-4922,False,True
406,9725-EZTEJ,3/17/2012,2368072192,2012-03-29,2012-04-28,92.71,1,2012-04-22,24,0,-6,0,5088,-5059,True,False
406,3448-OWJOT,9/15/2012,2369731348,2013-02-26,2013-03-28,80.3,1,2013-04-08,41,11,11,1,4754,-4725,True,False
818,8887-NCUZC,1/22/2013,2384851679,2012-10-01,2012-10-31,42.0,0,2012-10-24,23,0,-7,0,4902,-4873,False,True
770,6831-FIODB,5/8/2013,2399454051,2012-12-18,2013-01-17,41.56,0,2013-01-25,38,8,8,1,4824,-4795,False,True
406,9771-QTLGZ,12/10/2012,2404027687,2012-07-19,2012-08-18,67.4,1,2012-08-01,13,0,-17,0,4976,-4947,False,True
406,5573-KSOIA,9/30/2013,2419712397,2013-02-11,2013-03-13,86.72,0,2013-03-29,46,16,16,1,4769,-4740,False,True
897,1168-BEASA,11/6/2013,2427601971,2013-01-13,2013-02-12,39.18,0,2013-02-01,19,0,-11,0,4798,-4769,False,True
818,2824-HJQPP,9/4/2013,2428102854,2012-04-02,2012-05-02,83.74,1,2012-05-02,30,0,0,0,5084,-5055,False,True
818,1604-LIFKX,3/16/2013,2430916585,2013-03-07,2013-04-06,63.45,0,2013-04-22,46,16,16,1,4745,-4716,False,True
406,7600-OISKG,7/19/2013,2436471559,2013-11-15,2013-12-15,52.7,1,2013-12-15,30,0,0,0,4492,-4463,True,False
770,7856-ODQFO,8/5/2012,2440506703,2013-08-24,2013-09-23,82.42,1,2013-09-29,36,6,6,1,4575,-4546,True,False
897,7372-CESLR,1/11/2013,2441403899,2013-02-27,2013-03-29,59.17,0,2013-03-22,23,0,-7,0,4753,-4724,True,False
897,7654-DOLHO,4/4/2012,2442634583,2012-12-28,2013-01-27,45.11,0,2013-01-14,17,0,-13,0,4814,-4785,True,False
818,8887-NCUZC,1/22/2013,2442844131,2013-04-15,2013-05-15,64.19,0,2013-05-07,22,0,-8,0,4706,-4677,True,False
406,6048-QPZCF,7/13/2012,2448402169,2013-09-24,2013-10-24,76.33,0,2013-09-29,5,0,-25,0,4544,-4515,True,False
818,8887-NCUZC,1/22/2013,2455126326,2013-12-02,2014-01-01,49.51,0,2014-01-07,36,6,6,1,4475,-4446,True,False
391,9014-WENVB,8/3/2013,2458578956,2013-03-30,2013-04-29,64.66,0,2013-04-28,29,0,-1,0,4722,-4693,False,True
897,6391-GBFQJ,11/25/2013,2464264785,2013-11-21,2013-12-21,34.22,1,2014-01-01,41,11,11,1,4486,-4457,False,True
406,8389-TCXFQ,8/24/2012,2467417643,2013-05-03,2013-06-02,73.57,0,2013-05-17,14,0,-16,0,4688,-4659,True,False
897,9286-VLKMI,2/13/2013,2468958629,2012-11-04,2012-12-04,25.05,0,2012-11-15,11,0,-19,0,4868,-4839,False,True
897,6177-VTITE,10/26/2012,2474022495,2013-03-30,2013-04-29,25.7,0,2013-04-08,9,0,-21,0,4722,-4693,True,False
406,5164-VMYWJ,11/27/2013,2486669145,2013-11-10,2013-12-10,74.62,0,2013-12-03,23,0,-7,0,4497,-4468,False,True
770,3831-FXWYK,3/8/2013,2487012635,2013-02-26,2013-03-28,74.09,0,2013-04-03,36,6,6,1,4754,-4725,False,True
770,6831-FIODB,5/8/2013,2487299552,2013-06-20,2013-07-20,48.7,1,2013-07-30,40,10,10,1,4640,-4611,True,False
770,4460-ZXNDN,6/27/2013,2487366623,2013-05-14,2013-06-13,80.76,1,2013-06-22,39,9,9,1,4677,-4648,False,True
770,6077-FDQRK,9/11/2012,2498731372,2013-05-04,2013-06-03,42.59,0,2013-05-24,20,0,-10,0,4687,-4658,True,False
818,8364-UWVLM,11/10/2012,2506087360,2012-02-04,2012-03-05,69.78,0,2012-03-01,26,0,-4,0,5142,-5113,False,True
770,7050-KQLDO,9/29/2012,2511656905,2013-11-19,2013-12-19,64.12,0,2013-12-03,14,0,-16,0,4488,-4459,True,False
406,8976-AMJEO,3/3/2012,2514985347,2012-09-26,2012-10-26,53.18,0,2012-10-16,20,0,-10,0,4907,-4878,True,False
818,7946-HJDUR,2/21/2012,2515817366,2013-08-14,2013-09-13,59.53,0,2013-09-05,22,0,-8,0,4585,-4556,True,False
770,4460-ZXNDN,6/27/2013,2527171256,2013-04-22,2013-05-22,75.16,1,2013-06-25,64,34,34,1,4699,-4670,False,True
897,6296-UKEUZ,11/26/2012,2528333146,2012-08-03,2012-09-02,45.31,1,2012-08-19,16,0,-14,0,4961,-4932,False,True
770,0465-DTULQ,3/4/2013,2528705556,2013-04-02,2013-05-02,63.0,0,2013-04-28,26,0,-4,0,4719,-4690,True,False
391,6632-CGYHU,1/8/2013,2529299296,2013-10-31,2013-11-30,94.71,0,2013-11-14,14,0,-16,0,4507,-4478,True,False
406,4092-ZAVRG,5/19/2012,2529818478,2013-04-08,2013-05-08,77.41,0,2013-04-14,6,0,-24,0,4713,-4684,True,False
406,6048-QPZCF,7/13/2012,2536946008,2013-04-08,2013-05-08,82.56,0,2013-04-12,4,0,-26,0,4713,-4684,True,False
818,5924-UOPGH,6/6/2013,2538593943,2013-01-19,2013-02-18,72.36,1,2013-03-06,46,16,16,1,4792,-4763,False,True
406,7245-CKNCN,6/4/2012,2548747107,2012-11-07,2012-12-07,73.82,0,2012-11-20,13,0,-17,0,4865,-4836,True,False
897,9460-VAZGD,8/10/2013,2549781436,2013-07-24,2013-08-23,79.06,0,2013-08-13,20,0,-10,0,4606,-4577,False,True
897,3271-YDPUJ,4/2/2013,2556169247,2013-02-26,2013-03-28,39.88,0,2013-03-26,28,0,-2,0,4754,-4725,False,True
391,5920-DPXLN,11/11/2012,2561298121,2013-01-01,2013-01-31,36.1,0,2013-01-13,12,0,-18,0,4810,-4781,True,False
818,5924-UOPGH,6/6/2013,2567314578,2013-04-14,2013-05-14,81.26,0,2013-05-07,23,0,-7,0,4707,-4678,False,True
770,5592-UQXSS,12/31/2012,2570203308,2012-05-28,2012-06-27,44.33,0,2012-06-29,32,2,2,1,5028,-4999,False,True
406,2621-XCLEH,9/24/2012,2571390571,2013-06-24,2013-07-24,90.62,0,2013-07-29,35,5,5,1,4636,-4607,True,False
897,7372-CESLR,1/11/2013,2585470999,2012-03-17,2012-04-16,34.57,0,2012-04-09,23,0,-7,0,5100,-5071,False,True
391,1080-NDGAE,9/28/2012,2592238538,2012-05-27,2012-06-26,92.25,1,2012-06-29,33,3,3,1,5029,-5000,False,True
391,8156-PCYBM,3/3/2012,2597867711,2013-01-19,2013-02-18,55.82,0,2013-02-12,24,0,-6,0,4792,-4763,True,False
818,5613-UHVMG,5/31/2012,2601239901,2012-08-29,2012-09-28,55.54,1,2012-10-13,45,15,15,1,4935,-4906,True,False
391,6160-HCSFI,1/10/2013,2603539730,2012-02-25,2012-03-26,83.21,0,2012-03-19,23,0,-7,0,5121,-5092,False,True
770,7856-ODQFO,8/5/2012,2606687623,2012-07-27,2012-08-26,63.17,0,2012-08-22,26,0,-4,0,4968,-4939,False,True
406,7938-EVASK,12/15/2012,2613739780,2013-03-17,2013-04-16,78.05,1,2013-05-04,48,18,18,1,4735,-4706,True,False
391,5529-TBPGK,8/9/2013,2620239474,2012-11-12,2012-12-12,76.12,1,2012-12-23,41,11,11,1,4860,-4831,False,True
391,9841-XLGBV,1/3/2013,2624507671,2013-09-19,2013-10-19,68.58,0,2013-10-09,20,0,-10,0,4549,-4520,True,False
770,3993-QUNVJ,12/31/2012,2631512798,2013-04-16,2013-05-16,77.61,0,2013-04-27,11,0,-19,0,4705,-4676,True,False
897,8690-EEBEO,12/5/2012,2634865247,2013-11-11,2013-12-11,54.43,0,2013-12-18,37,7,7,1,4496,-4467,True,False
391,3598-DNURW,8/29/2012,2637006256,2012-10-24,2012-11-23,46.32,0,2012-11-07,14,0,-16,0,4879,-4850,True,False
818,8887-NCUZC,1/22/2013,2640415165,2013-01-12,2013-02-11,36.96,0,2013-02-09,28,0,-2,0,4799,-4770,False,True
406,9758-AIEIK,4/23/2012,2649653276,2012-05-14,2012-06-13,52.88,0,2012-06-02,19,0,-11,0,5042,-5013,True,False
770,9928-IJYBQ,3/18/2012,2652788570,2012-11-02,2012-12-02,56.53,0,2012-12-09,37,7,7,1,4870,-4841,True,False
818,8102-ABPKQ,8/29/2013,2659238903,2013-03-09,2013-04-08,46.86,0,2013-04-12,34,4,4,1,4743,-4714,False,True
818,9181-HEKGV,10/16/2013,2666514859,2013-08-27,2013-09-26,99.82,1,2013-10-06,40,10,10,1,4572,-4543,False,True
770,5592-UQXSS,12/31/2012,2669865910,2013-09-07,2013-10-07,14.53,0,2013-10-03,26,0,-4,0,4561,-4532,True,False
391,3569-VJWXS,4/9/2013,2672884008,2013-06-23,2013-07-23,88.56,0,2013-07-03,10,0,-20,0,4637,-4608,True,False
818,8102-ABPKQ,8/29/2013,2675977268,2013-05-29,2013-06-28,67.35,1,2013-07-23,55,25,25,1,4662,-4633,False,True
391,2820-XGXSB,1/26/2012,2677499546,2013-10-13,2013-11-12,54.18,0,2013-10-18,5,0,-25,0,4525,-4496,True,False
770,9928-IJYBQ,3/18/2012,2680537112,2012-12-31,2013-01-30,49.68,0,2013-02-02,33,3,3,1,4811,-4782,True,False
406,5164-VMYWJ,11/27/2013,2686795105,2013-01-14,2013-02-13,51.86,0,2013-02-09,26,0,-4,0,4797,-4768,False,True
391,3598-DNURW,8/29/2012,2690415975,2012-07-20,2012-08-19,84.54,0,2012-08-13,24,0,-6,0,4975,-4946,False,True
406,6833-ETVHD,4/30/2012,2691990675,2012-05-01,2012-05-31,93.7,0,2012-05-21,20,0,-10,0,5055,-5026,True,False
770,7260-ZHAKS,6/17/2012,2693687613,2013-11-06,2013-12-06,56.24,0,2013-11-27,21,0,-9,0,4501,-4472,True,False
897,7372-CESLR,1/11/2013,2694732247,2012-03-18,2012-04-17,30.08,0,2012-04-09,22,0,-8,0,5099,-5070,False,True
897,0688-XNJRO,6/24/2012,2698045799,2013-03-26,2013-04-25,55.16,1,2013-05-27,62,32,32,1,4726,-4697,True,False
406,7938-EVASK,12/15/2012,2699755955,2013-06-22,2013-07-22,38.81,0,2013-07-27,35,5,5,1,4638,-4609,True,False
770,6077-FDQRK,9/11/2012,2702927066,2013-05-14,2013-06-13,43.07,0,2013-05-28,14,0,-16,0,4677,-4648,True,False
391,2423-QOKIO,5/11/2013,2714712437,2012-12-28,2013-01-27,96.31,0,2013-01-22,25,0,-5,0,4814,-4785,False,True
818,3568-JJMFW,1/9/2012,2717531125,2012-10-05,2012-11-04,83.13,1,2012-10-28,23,0,-7,0,4898,-4869,True,False
818,6627-ELFBK,11/26/2012,2726493725,2013-02-13,2013-03-15,57.35,0,2013-02-25,12,0,-18,0,4767,-4738,True,False
391,2423-QOKIO,5/11/2013,2726898858,2013-06-01,2013-07-01,77.98,0,2013-06-18,17,0,-13,0,4659,-4630,True,False
406,6048-QPZCF,7/13/2012,2732194894,2013-06-09,2013-07-09,77.08,1,2013-06-27,18,0,-12,0,4651,-4622,True,False
406,3448-OWJOT,9/15/2012,2739453651,2013-09-14,2013-10-14,60.14,1,2013-10-16,32,2,2,1,4554,-4525,True,False
406,8389-TCXFQ,8/24/2012,2741619477,2013-06-11,2013-07-11,88.19,0,2013-07-06,25,0,-5,0,4649,-4620,True,False
391,2676-DZINU,10/19/2012,2742482273,2012-11-15,2012-12-15,55.93,1,2012-12-06,21,0,-9,0,4857,-4828,True,False
897,9460-VAZGD,8/10/2013,2744921812,2012-08-20,2012-09-19,52.05,0,2012-09-06,17,0,-13,0,4944,-4915,False,True
897,0688-XNJRO,6/24/2012,2745672878,2012-11-14,2012-12-14,23.05,0,2012-12-25,41,11,11,1,4858,-4829,True,False
818,5875-VZQCZ,7/15/2013,2746735879,2013-03-25,2013-04-24,50.79,1,2013-05-06,42,12,12,1,4727,-4698,False,True
406,4632-QZOKX,3/19/2013,2748256708,2013-03-25,2013-04-24,64.32,1,2013-04-25,31,1,1,1,4727,-4698,True,False
391,0379-NEVHP,4/6/2013,2748334767,2013-06-24,2013-07-24,61.66,0,2013-07-11,17,0,-13,0,4636,-4607,True,False
391,7209-MDWKR,10/9/2013,2752068327,2013-07-23,2013-08-22,56.03,0,2013-08-18,26,0,-4,0,4607,-4578,False,True
770,4460-ZXNDN,6/27/2013,2757630472,2013-04-28,2013-05-28,62.63,0,2013-06-01,34,4,4,1,4693,-4664,False,True
897,1168-BEASA,11/6/2013,2758133753,2013-06-12,2013-07-12,26.8,0,2013-07-03,21,0,-9,0,4648,-4619,False,True
770,2687-XWAMA,4/3/2013,2765073058,2013-04-15,2013-05-15,55.33,0,2013-04-25,10,0,-20,0,4706,-4677,True,False
897,9460-VAZGD,8/10/2013,2771850469,2012-10-28,2012-11-27,45.13,0,2012-11-22,25,0,-5,0,4875,-4846,False,True
818,7695-NKUXM,11/21/2012,2783374260,2013-03-20,2013-04-19,49.9,0,2013-03-24,4,0,-26,0,4732,-4703,True,False
406,7938-EVASK,12/15/2012,2794370654,2012-01-16,2012-02-15,87.78,0,2012-02-20,35,5,5,1,5161,-5132,False,True
391,7841-HROAQ,9/15/2013,2800981232,2012-07-02,2012-08-01,89.14,0,2012-07-28,26,0,-4,0,4993,-4964,False,True
406,5164-VMYWJ,11/27/2013,2801147000,2013-03-03,2013-04-02,79.74,0,2013-03-25,22,0,-8,0,4749,-4720,False,True
391,0709-LZRJV,6/20/2013,2806337298,2012-02-19,2012-03-20,62.85,0,2012-03-25,35,5,5,1,5127,-5098,False,True
406,8389-TCXFQ,8/24/2012,2806345363,2013-04-18,2013-05-18,50.37,0,2013-05-08,20,0,-10,0,4703,-4674,True,False
391,5196-TWQXF,6/20/2012,2811916189,2013-10-28,2013-11-27,54.07,0,2013-11-13,16,0,-14,0,4510,-4481,True,False
391,1080-NDGAE,9/28/2012,2818239190,2012-07-15,2012-08-14,61.48,0,2012-08-13,29,0,-1,0,4980,-4951,False,True
391,2820-XGXSB,1/26/2012,2819777550,2013-05-24,2013-06-23,61.45,0,2013-05-28,4,0,-26,0,4667,-4638,True,False
391,9212-BTDMX,4/22/2012,2824604487,2012-01-28,2012-02-27,74.25,0,2012-02-13,16,0,-14,0,5149,-5120,False,True
770,6077-FDQRK,9/11/2012,2827612677,2012-11-21,2012-12-21,33.36,0,2012-12-07,16,0,-14,0,4851,-4822,True,False
818,8102-ABPKQ,8/29/2013,2836103383,2012-05-10,2012-06-09,68.21,1,2012-06-23,44,14,14,1,5046,-5017,False,True
406,9117-LYRCE,7/5/2013,2840107285,2013-01-02,2013-02-01,49.59,0,2013-02-06,35,5,5,1,4809,-4780,False,True
770,9928-IJYBQ,3/18/2012,2843203106,2012-06-27,2012-07-27,45.75,0,2012-07-31,34,4,4,1,4998,-4969,True,False
406,9322-YCTQO,4/6/2012,2863276075,2012-03-26,2012-04-25,95.94,0,2012-05-06,41,11,11,1,5091,-5062,False,True
391,3598-DNURW,8/29/2012,2867355070,2013-11-05,2013-12-05,90.41,0,2013-11-22,17,0,-13,0,4502,-4473,True,False
391,6708-DPYTF,8/2/2012,2871447909,2013-05-05,2013-06-04,76.49,0,2013-06-03,29,0,-1,0,4686,-4657,True,False
406,8976-AMJEO,3/3/2012,2872500354,2012-03-25,2012-04-24,67.41,0,2012-04-18,24,0,-6,0,5092,-5063,True,False
391,0709-LZRJV,6/20/2013,2879905746,2013-11-24,2013-12-24,56.29,0,2013-12-24,30,0,0,0,4483,-4454,True,False
818,5875-VZQCZ,7/15/2013,2882083969,2013-05-22,2013-06-21,66.06,1,2013-07-08,47,17,17,1,4669,-4640,False,True
770,7050-KQLDO,9/29/2012,2884857136,2012-09-19,2012-10-19,52.53,0,2012-10-13,24,0,-6,0,4914,-4885,False,True
897,7372-CESLR,1/11/2013,2898287464,2012-10-28,2012-11-27,12.7,0,2012-11-25,28,0,-2,0,4875,-4846,False,True
391,7329-TWKLF,11/20/2013,2899243412,2012-06-30,2012-07-30,74.22,0,2012-07-23,23,0,-7,0,4995,-4966,False,True
897,7372-CESLR,1/11/2013,2900528557,2012-11-28,2012-12-28,41.76,0,2012-12-31,33,3,3,1,4844,-4815,False,True
391,7209-MDWKR,10/9/2013,2906379133,2012-12-17,2013-01-16,66.75,0,2013-02-01,46,16,16,1,4825,-4796,False,True
391,1080-NDGAE,9/28/2012,2912484665,2013-08-05,2013-09-04,92.16,1,2013-09-08,34,4,4,1,4594,-4565,True,False
406,7245-CKNCN,6/4/2012,2923296215,2012-01-04,2012-02-03,67.71,0,2012-01-28,24,0,-6,0,5173,-5144,False,True
818,5148-SYKLB,8/28/2013,2924198306,2013-10-31,2013-11-30,91.26,0,2013-11-22,22,0,-8,0,4507,-4478,True,False
818,6627-ELFBK,11/26/2012,2924562161,2012-12-17,2013-01-16,98.73,0,2013-01-03,17,0,-13,0,4825,-4796,True,False
391,1080-NDGAE,9/28/2012,2925434206,2013-10-11,2013-11-10,76.07,0,2013-10-23,12,0,-18,0,4527,-4498,True,False
897,6177-VTITE,10/26/2012,2926591272,2013-06-22,2013-07-22,36.62,1,2013-07-16,24,0,-6,0,4638,-4609,True,False
770,7260-ZHAKS,6/17/2012,2936586813,2013-04-30,2013-05-30,59.78,0,2013-05-30,30,0,0,0,4691,-4662,True,False
818,7695-NKUXM,11/21/2012,2938081000,2012-03-19,2012-04-18,57.21,1,2012-04-06,18,0,-12,0,5098,-5069,False,True
406,8389-TCXFQ,8/24/2012,2941967523,2013-01-12,2013-02-11,60.35,1,2013-02-17,36,6,6,1,4799,-4770,True,False
770,7758-WKLVM,2/6/2012,2947584001,2013-03-19,2013-04-18,72.5,1,2013-05-11,53,23,23,1,4733,-4704,True,False
897,9460-VAZGD,8/10/2013,2947790220,2012-01-05,2012-02-04,32.28,0,2012-01-19,14,0,-16,0,5172,-5143,False,True
818,3271-HYHDN,4/28/2013,2949843698,2012-04-10,2012-05-10,39.35,0,2012-04-15,5,0,-25,0,5076,-5047,False,True
391,5920-DPXLN,11/11/2012,2952430924,2013-06-11,2013-07-11,53.09,0,2013-06-21,10,0,-20,0,4649,-4620,True,False
406,5164-VMYWJ,11/27/2013,2953405140,2013-08-21,2013-09-20,61.41,0,2013-09-12,22,0,-8,0,4578,-4549,False,True
897,0688-XNJRO,6/24/2012,2960848343,2013-08-22,2013-09-21,36.6,0,2013-09-26,35,5,5,1,4577,-4548,True,False
391,6632-CGYHU,1/8/2013,2962262974,2013-09-06,2013-10-06,56.5,0,2013-09-13,7,0,-23,0,4562,-4533,True,False
818,2824-HJQPP,9/4/2013,2964011777,2013-01-06,2013-02-05,70.5,0,2013-01-30,24,0,-6,0,4805,-4776,False,True
818,9181-HEKGV,10/16/2013,2966579935,2013-05-18,2013-06-17,99.85,1,2013-07-15,58,28,28,1,4673,-4644,False,True
897,8942-ERSWK,1/11/2013,2969671399,2013-05-26,2013-06-25,7.47,0,2013-05-31,5,0,-25,0,4665,-4636,True,False
897,1168-BEASA,11/6/2013,2969926155,2013-06-11,2013-07-11,82.63,0,2013-07-03,22,0,-8,0,4649,-4620,False,True
391,5920-DPXLN,11/11/2012,2969979027,2012-12-30,2013-01-29,50.34,0,2013-01-14,15,0,-15,0,4812,-4783,True,False
770,6831-FIODB,5/8/2013,2970425808,2013-08-13,2013-09-12,35.74,0,2013-09-01,19,0,-11,0,4586,-4557,True,False
897,7372-CESLR,1/11/2013,2977673351,2013-06-03,2013-07-03,34.89,0,2013-06-24,21,0,-9,0,4657,-4628,True,False
406,8976-AMJEO,3/3/2012,2979360755,2012-05-12,2012-06-11,103.67,0,2012-06-02,21,0,-9,0,5044,-5015,True,False
770,7856-ODQFO,8/5/2012,2987359559,2013-03-08,2013-04-07,57.96,1,2013-04-24,47,17,17,1,4744,-4715,True,False
